opportunity_key,introduction,diligence,proposal,negotiation,closing,org_industry_name,sos_opprtnty_est_value,final_status
9914004241,0.0,0.0,0.0,0.0,0.0,Retail,58000.0,Lost
9914004242,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,25440.0,Won
9914004243,0.0,0.0,0.0,0.0,0.0,Hospitality,0.0,Lost
9914004244,0.0,0.0,0.0,0.0,0.0,Consulting,6000.0,Won
9914004245,0.0,0.0,0.0,0.0,0.0,Automotive,47500.0,Won
9914004246,0.0,0.0,0.0,0.0,0.0,Unavailable,30000.0,Lost
9914004247,0.0,0.0,0.0,0.0,0.0,Telecommunications,30000.0,Lost
9914004248,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,29000.0,Won
9914004249,0.0,0.0,0.0,0.0,0.0,Agency,24000.0,Won
9914004250,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,24000.0,Won
9914004251,0.0,0.0,0.0,0.0,0.0,Other,20000.0,Lost
9914004252,0.0,0.0,0.0,0.0,0.0,Unavailable,20000.0,Lost
9914004253,0.0,0.0,0.0,0.0,0.0,Technology,18000.0,Won
9914004254,0.0,0.0,0.0,0.0,0.0,Online Services,30000.0,Lost
9914004255,0.0,0.0,0.0,0.0,0.0,Retail,36000.0,Won
9914004256,0.0,0.0,0.0,0.0,0.0,Retail,54000.0,Won
9914004257,0.0,0.0,0.0,0.0,0.0,Retail,53000.0,Won
9914004258,0.0,0.0,0.0,0.0,0.0,Apparel,54000.0,Won
9914004259,0.0,0.0,0.0,0.0,0.0,Online Services,24000.0,Lost
9914004260,0.0,0.0,0.0,0.0,0.0,Not For Profit,30000.0,Lost
9914004261,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,30000.0,Lost
9914004262,0.0,0.0,0.0,0.0,0.0,Consulting,28800.0,Won
9914004263,0.0,0.0,0.0,0.0,0.0,Retail,30000.0,Lost
9914004264,0.0,0.0,0.0,0.0,0.0,Media & Publishing,45600.0,Lost
9914004265,0.0,0.0,0.0,0.0,0.0,Electronics,27600.0,Won
9914004266,0.0,332.0,0.0,0.0,0.0,Banking,30000.0,Lost
9914004267,0.0,87.0,0.0,0.0,0.0,Automotive,60000.0,Lost
9914004268,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,Lost
9914004269,0.0,0.0,0.0,0.0,0.0,Chemicals,48000.0,Lost
9914004270,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,30000.0,Lost
9914004271,0.0,0.0,0.0,0.0,0.0,Consulting,32750.0,Won
9914004272,0.0,0.0,0.0,0.0,0.0,Electronics,22000.0,Won
9914004273,0.0,0.0,0.0,0.0,0.0,Banking,30000.0,Lost
9914004274,0.0,0.0,0.0,0.0,0.0,Unavailable,30000.0,Lost
9914004275,98.0,0.0,0.0,0.0,0.0,Manufacturing,18000.0,Lost
9914004276,0.0,0.0,0.0,0.0,0.0,Technology,32000.0,Won
9914004277,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Won
9914004278,0.0,0.0,0.0,0.0,0.0,Government,106000.0,Won
9914004279,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Lost
9914004280,0.0,0.0,0.0,0.0,0.0,Agency,30000.0,Lost
9914004281,0.0,0.0,0.0,0.0,0.0,Agency,0.0,Won
9914004282,0.0,0.0,0.0,0.0,0.0,Other,12000.0,Won
9914004283,0.0,0.0,0.0,0.0,0.0,Retail,18000.0,Lost
9914004284,0.0,0.0,0.0,0.0,0.0,Agency,39000.0,Won
9914004285,0.0,0.0,0.0,0.0,0.0,Telecommunications,72000.0,Lost
9914004286,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,35000.0,Lost
9914004287,0.0,0.0,0.0,0.0,0.0,Unavailable,30000.0,Lost
9914004288,0.0,0.0,0.0,0.0,0.0,Software,11250.0,Won
9914004289,0.0,0.0,0.0,0.0,0.0,Media & Publishing,78400.0,Won
9914004290,0.0,0.0,0.0,0.0,0.0,Entertainment,94000.0,Won
9914004291,0.0,0.0,180.0,0.0,0.0,Automotive,150000.0,Lost
9914004292,0.0,0.0,0.0,0.0,0.0,Software,24000.0,Won
9914004293,0.0,0.0,0.0,0.0,0.0,Telecommunications,54000.0,Won
9914004294,0.0,0.0,0.0,0.0,0.0,Apparel,42000.0,Lost
9914004295,0.0,0.0,0.0,0.0,0.0,Retail,13800.0,Won
9914004296,0.0,0.0,0.0,0.0,0.0,Media & Publishing,54000.0,Lost
9914004297,0.0,0.0,0.0,0.0,0.0,Healthcare,62000.0,Lost
9914004298,0.0,0.0,0.0,0.0,0.0,Agency,30000.0,Won
9914004299,0.0,0.0,0.0,0.0,0.0,Communications,3000.0,Won
9914004300,0.0,0.0,0.0,0.0,0.0,Retail,30000.0,Lost
9914004301,0.0,0.0,0.0,0.0,0.0,Electronics,24000.0,Lost
9914004302,0.0,0.0,0.0,0.0,0.0,Retail,48000.0,Lost
9914004303,0.0,0.0,0.0,0.0,0.0,Entertainment,54000.0,Lost
9914004304,0.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Won
9914004305,0.0,0.0,0.0,0.0,0.0,Technology,30000.0,Won
9914004306,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,30000.0,Lost
9914004307,0.0,0.0,0.0,0.0,0.0,Online Services,30000.0,Lost
9914004308,0.0,53.0,0.0,0.0,0.0,Unavailable,24000.0,Lost
9914004309,0.0,0.0,0.0,0.0,0.0,Biotechnology,0.0,Lost
9914004310,0.0,0.0,0.0,0.0,0.0,Online Services,24000.0,Lost
9914004311,0.0,0.0,0.0,0.0,0.0,Online Games,40000.0,Won
9914004312,0.0,0.0,0.0,0.0,0.0,Apparel,46000.0,Won
9914004313,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Lost
9914004314,0.0,0.0,0.0,0.0,0.0,Unavailable,30000.0,Lost
9914004315,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,64000.0,Won
9914004316,0.0,0.0,0.0,0.0,0.0,Agency,30000.0,Lost
9914004317,0.0,0.0,0.0,0.0,0.0,Consulting,30000.0,Lost
9914004318,0.0,0.0,0.0,0.0,0.0,Retail,20000.0,Won
9914004319,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Won
9914004320,0.0,0.0,0.0,0.0,0.0,Communications,30000.0,Lost
9914004321,0.0,0.0,0.0,0.0,0.0,Restaurant/Food & Beverage,45000.0,Won
9914004322,0.0,0.0,0.0,0.0,0.0,Unavailable,36000.0,Won
9914004323,0.0,0.0,0.0,0.0,0.0,Telecommunications,24100.0,Won
9914004324,0.0,0.0,0.0,0.0,0.0,Finance,30000.0,Lost
9914004325,0.0,0.0,0.0,0.0,0.0,Retail,23700.0,Won
9914004326,0.0,0.0,0.0,0.0,0.0,Retail,54000.0,Won
9914004327,0.0,0.0,0.0,0.0,0.0,Technology,29000.0,Won
9914004328,0.0,0.0,0.0,0.0,0.0,Electronics,75000.0,Won
9914004329,0.0,0.0,0.0,0.0,0.0,Retail,150000.0,Lost
9914004330,0.0,0.0,0.0,0.0,0.0,Technology,0.0,Lost
9914004331,0.0,0.0,0.0,0.0,0.0,Entertainment,82000.0,Lost
9914004332,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
9914004333,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Lost
9914004334,0.0,0.0,0.0,0.0,0.0,Software,28000.0,Won
9914004335,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,48000.0,Lost
9914004336,0.0,0.0,0.0,0.0,0.0,Apparel,48000.0,Won
9914004337,0.0,0.0,0.0,0.0,0.0,Electronics,54000.0,Lost
9914004338,0.0,0.0,0.0,0.0,0.0,Automotive,20000.0,Won
9914004339,0.0,0.0,0.0,0.0,0.0,Retail,104000.0,Won
9914004340,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,30000.0,Lost
9914004341,0.0,0.0,0.0,0.0,0.0,Apparel,30000.0,Won
9914004342,0.0,0.0,0.0,0.0,0.0,Consulting,0.0,Won
9914004343,0.0,0.0,0.0,0.0,0.0,Retail,30000.0,Lost
9914004344,0.0,0.0,0.0,0.0,0.0,Agency,30000.0,Lost
9914004345,0.0,0.0,0.0,0.0,0.0,Agency,30000.0,Lost
9914004346,0.0,0.0,0.0,0.0,0.0,Software,24000.0,Won
9914004347,0.0,0.0,0.0,0.0,0.0,Consulting,42000.0,Won
9914004348,0.0,0.0,0.0,0.0,0.0,Finance,54000.0,Lost
99140041410,0.0,0.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140041411,360.0,28.0,0.0,0.0,0.0,Retail,20000.0,Lost
99140041412,0.0,0.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140041413,0.0,0.0,0.0,0.0,0.0,Online Services,65000.0,Won
99140041414,0.0,285.0,0.0,13.0,1.0,Apparel,100000.0,Won
99140041415,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140041416,0.0,332.0,0.0,0.0,0.0,Technology,45000.0,Lost
99140041417,0.0,416.0,0.0,0.0,0.0,Retail,24000.0,Lost
99140041418,0.0,53.0,245.0,176.0,0.0,Banking,35000.0,Lost
99140041419,0.0,0.0,0.0,0.0,0.0,Retail,17000.0,Lost
99140041420,0.0,0.0,0.0,0.0,0.0,Technology,120000.0,Lost
99140041421,0.0,472.0,0.0,0.0,0.0,Banking,23000.0,Lost
99140041422,0.0,0.0,0.0,0.0,0.0,Retail,12000.0,Lost
99140041423,0.0,0.0,0.0,0.0,0.0,Agency,15000.0,Lost
99140041424,0.0,0.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041425,0.0,0.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041426,0.0,0.0,0.0,0.0,0.0,Banking,12000.0,Won
99140041427,0.0,41.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041428,0.0,0.0,0.0,0.0,0.0,Healthcare,135000.0,Won
99140041429,0.0,0.0,0.0,0.0,0.0,Manufacturing,35000.0,Lost
99140041430,0.0,0.0,0.0,0.0,0.0,Beauty & Fitness,15000.0,Lost
99140041431,0.0,0.0,0.0,0.0,0.0,Retail,65000.0,Won
99140041432,0.0,0.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041433,0.0,0.0,0.0,0.0,0.0,Retail,40000.0,Lost
99140041434,0.0,419.0,0.0,0.0,0.0,Travel / Hospitality,50000.0,Lost
99140041435,0.0,0.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041436,0.0,0.0,0.0,0.0,113.0,Retail,60000.0,Lost
99140041437,0.0,0.0,591.0,0.0,0.0,Finance,54000.0,Lost
99140041438,0.0,0.0,0.0,0.0,0.0,Real Estate,0.0,Lost
99140041439,0.0,31.0,0.0,0.0,0.0,Retail,28000.0,Lost
99140041440,0.0,0.0,0.0,0.0,0.0,Education,18000.0,Lost
99140041441,0.0,251.0,0.0,0.0,0.0,Hospitality,12000.0,Lost
99140041442,0.0,0.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041443,0.0,0.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041444,0.0,0.0,0.0,0.0,0.0,Automotive,15000.0,Lost
99140041445,0.0,63.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041446,0.0,80.0,0.0,0.0,0.0,Banking,15000.0,Lost
99140041447,0.0,37.0,0.0,0.0,0.0,Media & Publishing,75000.0,Lost
99140041448,387.0,0.0,0.0,0.0,0.0,Online Games,30000.0,Lost
99140041449,0.0,0.0,0.0,0.0,0.0,Education,15000.0,Lost
99140041450,0.0,0.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041451,0.0,63.0,12.0,0.0,36.0,Automotive,30000.0,Won
99140041452,0.0,0.0,0.0,0.0,0.0,Media & Publishing,15000.0,Lost
99140041453,0.0,203.0,0.0,0.0,1.0,Retail,50000.0,Won
99140041454,0.0,0.0,0.0,0.0,0.0,Consulting,15000.0,Lost
99140041455,0.0,0.0,0.0,0.0,0.0,Banking,15000.0,Lost
99140041456,0.0,0.0,0.0,0.0,0.0,Apparel,0.0,Lost
99140041457,0.0,0.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140041458,0.0,0.0,0.0,0.0,0.0,Consulting,0.0,Lost
99140041459,0.0,52.0,0.0,0.0,0.0,Electronics,50000.0,Lost
99140041460,0.0,0.0,0.0,0.0,0.0,Retail,60000.0,Lost
99140041461,0.0,81.0,0.0,0.0,0.0,Telecommunications,15000.0,Lost
99140041462,0.0,0.0,109.0,0.0,0.0,Manufacturing,12000.0,Lost
99140041463,0.0,267.0,33.0,0.0,0.0,Other,12000.0,Lost
99140041464,0.0,0.0,0.0,0.0,0.0,Unavailable,30000.0,Lost
99140041465,0.0,0.0,0.0,0.0,0.0,Agency,18000.0,Won
99140041466,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140041467,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140041468,0.0,0.0,0.0,0.0,0.0,Beauty & Fitness,0.0,Lost
99140041469,0.0,0.0,0.0,0.0,0.0,Other,15000.0,Lost
99140041470,0.0,0.0,0.0,0.0,0.0,Retail,12000.0,Won
99140041471,0.0,0.0,0.0,0.0,0.0,Entertainment,15000.0,Lost
99140041473,0.0,52.0,0.0,0.0,0.0,Transportation,0.0,Lost
99140041474,0.0,75.0,0.0,0.0,0.0,Agency,20000.0,Lost
99140041475,0.0,0.0,0.0,0.0,0.0,Unavailable,15000.0,Lost
99140041476,0.0,0.0,0.0,0.0,0.0,Unavailable,24000.0,Lost
99140041477,0.0,60.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140041478,0.0,0.0,0.0,0.0,0.0,Travel / Hospitality,12750.0,Won
99140041479,0.0,259.0,119.0,0.0,1.0,Retail,0.0,Won
99140041480,0.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140041481,0.0,0.0,0.0,0.0,0.0,Other,0.0,Lost
99140041482,0.0,276.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041484,0.0,0.0,0.0,0.0,0.0,Agency,0.0,Lost
99140041485,0.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140041486,0.0,305.0,0.0,0.0,0.0,Finance,35000.0,Lost
99140041488,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,6000.0,Won
99140041489,0.0,0.0,0.0,0.0,0.0,Retail,12000.0,Lost
99140041490,0.0,0.0,0.0,0.0,0.0,Construction,0.0,Lost
99140041491,0.0,0.0,0.0,0.0,0.0,Apparel,15000.0,Lost
99140041492,74.0,0.0,0.0,0.0,0.0,Healthcare,100000.0,Lost
99140041493,0.0,0.0,0.0,0.0,0.0,Software,37500.0,Won
99140041494,0.0,0.0,0.0,0.0,0.0,Insurance,0.0,Lost
99140041495,0.0,0.0,0.0,0.0,0.0,Apparel,11400.0,Lost
99140041496,0.0,299.0,0.0,0.0,0.0,Technology,15000.0,Lost
99140041497,0.0,0.0,0.0,0.0,0.0,Education,0.0,Lost
99140041498,0.0,0.0,0.0,0.0,0.0,Retail,25000.0,Won
99140041499,0.0,0.0,480.0,0.0,0.0,Agency,25000.0,Lost
99140041500,0.0,0.0,0.0,0.0,0.0,Chemicals,0.0,Lost
99140041501,0.0,394.0,0.0,0.0,0.0,Automotive,15000.0,Lost
99140041502,0.0,0.0,82.0,0.0,14.0,Apparel,34000.0,Won
99140041503,0.0,63.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140041504,0.0,0.0,0.0,0.0,0.0,Apparel,50000.0,Lost
99140041505,0.0,109.0,0.0,0.0,0.0,Other,12000.0,Lost
99140041506,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140041507,0.0,0.0,0.0,69.0,260.0,Retail,17000.0,Lost
99140041508,0.0,0.0,0.0,0.0,0.0,Banking,20000.0,Lost
99140041509,0.0,0.0,0.0,0.0,0.0,Media & Publishing,75000.0,Lost
99140041510,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,40000.0,Lost
99140041511,0.0,0.0,0.0,423.0,0.0,Technology,60000.0,Lost
99140041512,0.0,0.0,0.0,0.0,0.0,Media & Publishing,0.0,Lost
99140041513,0.0,304.0,0.0,0.0,0.0,Other,36000.0,Lost
99140041514,0.0,0.0,502.0,0.0,0.0,Retail,18000.0,Lost
99140041515,0.0,0.0,0.0,0.0,0.0,Financial & Insurance Services,50000.0,Lost
99140041516,0.0,0.0,0.0,0.0,0.0,Real Estate,51000.0,Lost
99140041517,0.0,11.0,45.0,49.0,8.0,Retail,60000.0,Won
99140041518,0.0,0.0,0.0,0.0,0.0,Online Services,18000.0,Lost
99140041519,0.0,0.0,0.0,0.0,0.0,Retail,10000.0,Lost
99140041520,39.0,0.0,0.0,0.0,0.0,Utilities,100000.0,Lost
99140041521,0.0,238.0,0.0,0.0,0.0,Utilities,25000.0,Lost
99140041522,0.0,0.0,0.0,66.0,0.0,Healthcare,18000.0,Lost
99140041523,0.0,0.0,0.0,0.0,0.0,Retail,25000.0,Won
99140041524,0.0,0.0,0.0,0.0,0.0,Online Services,0.0,Lost
99140041525,0.0,0.0,474.0,0.0,0.0,Online Games,60000.0,Lost
99140041526,0.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140041527,0.0,0.0,0.0,0.0,0.0,Online Games,45000.0,Lost
99140041528,0.0,0.0,125.0,145.0,0.0,Agency,39000.0,Lost
99140041529,0.0,0.0,0.0,0.0,0.0,Telecommunications,40000.0,Lost
99140041530,0.0,0.0,0.0,0.0,0.0,Not For Profit,13000.0,Lost
99140041531,0.0,136.0,0.0,0.0,0.0,Agriculture,0.0,Lost
99140041532,0.0,0.0,0.0,0.0,0.0,Unavailable,0.0,Lost
99140041533,0.0,468.0,0.0,0.0,0.0,Retail,15000.0,Lost
99140041534,0.0,0.0,0.0,0.0,0.0,Finance,15000.0,Lost
99140041535,0.0,598.0,0.0,0.0,0.0,Retail,12000.0,Lost
99140041536,0.0,0.0,0.0,0.0,0.0,Retail,0.0,Lost
99140041537,0.0,0.0,0.0,0.0,0.0,Utilities,0.0,Lost
99140041538,0.0,0.0,0.0,0.0,0.0,Telecommunications,50000.0,Lost
99140041540,0.0,0.0,0.0,163.0,0.0,Electronics,10000.0,Lost
99140041541,0.0,0.0,0.0,0.0,0.0,Retail,12000.0,Lost
99140041542,0.0,0.0,0.0,0.0,0.0,Technology,0.0,Lost
99140041543,0.0,0.0,468.0,0.0,0.0,Retail,12000.0,Lost
99140041544,0.0,0.0,0.0,0.0,0.0,Retail,21000.0,Lost
99140041545,0.0,63.0,0.0,0.0,0.0,Manufacturing,45000.0,Lost
99140041546,0.0,0.0,0.0,0.0,0.0,Apparel,35000.0,Lost
99140041547,0.0,0.0,0.0,0.0,0.0,Other,0.0,Lost
99140041548,0.0,0.0,0.0,0.0,0.0,Retail,15000.0,Won
